"Date (MMM DD, YYYY)",Transaction Type,Stock / ETF Symbol,Quantity of Units,Amount per unit,Total Amount,Fees,Investment Account,Split Ratio (new shares per old share),Note
"Oct 2, 2009",Dividend,KO,1.38,53.6,73.7,0,TD Ameritrade,,
"Nov 2, 2009",Buy,ADRE,1.64,41.6371,68.16,0,Sharebuilder,,
"Nov 2, 2009",Dividend,ADRE,1.64,41.6371,68.16,0,Sharebuilder,,
"Dec 16, 2009",Buy,KO,1.26,59.1076,74.18,0,TD Ameritrade,,
"Dec 16, 2009",Dividend,KO,1.26,59.1076,74.18,0,TD Ameritrade,,
"Jan 4, 2010",Buy,ADRE,1.31,45.2177,59.19,0,Sharebuilder,,
"Jan 4, 2010",Buy,EPP,5.86,42.5687,249.41,0,TD Ameritrade,,
"Jan 4, 2010",Dividend,ADRE,1.31,45.2177,59.19,0,Sharebuilder,,
"Jan 4, 2010",Dividend,EPP,5.86,42.5687,249.41,0,TD Ameritrade,,
"Jan 7, 2010",Buy,ADRE,0.11,45.5046,4.96,0,Sharebuilder,,
"Jan 7, 2010",Dividend,ADRE,0.11,45.5046,4.96,0,Sharebuilder,,
"Apr 5, 2010",Buy,KO,1.45,55.3039,80.08,0,TD Ameritrade,,
"Apr 5, 2010",Dividend,KO,1.45,55.3039,80.08,0,TD Ameritrade,,
"Jun 11, 2010",Sell,AAUKY,0.81,18.91,15.3171,0,TD Ameritrade,,
"Jun 11, 2010",Sell,AAUKY,446,18.91,8444,10.14,TD Ameritrade,,
"Jun 21, 2010",Buy,AAPL,25,275.51,6877.76,9.99,E*TRADE,,
"Jun 29, 2010",Buy,ES-Fixed_Income,52.5221504,10.0757,529.2,0,SET,,
"Jun 29, 2010",Buy,ES-SET50,9.636389,13.7086,132.1,0,SET,,
"Jun 29, 2010",Buy,ES-Tresury,52.2607002,10.1262,529.2,0,SET,,
"Jun 29, 2010",Buy,ES-JUMBO25,9.904047,13.3382,132.1,0,SET,,
"Jun 30, 2010",Buy,EPP,4.94,36.1925,178.61,0,TD Ameritrade,,
"Jun 30, 2010",Dividend,EPP,4.94,36.1925,178.61,0,TD Ameritrade,,
"Jul 2, 2010",Buy,KO,1.6,50.4506,80.62,0,TD Ameritrade,,
"Jul 2, 2010",Dividend,KO,1.6,50.4506,80.62,0,TD Ameritrade,,
"Aug 2, 2010",Buy,ES-Fixed_Income,52.4856968,10.0827,529.2,0,SET,,
"Aug 2, 2010",Buy,ES-SET50,9.000439,14.6773,132.1,0,SET,,
"Aug 2, 2010",Buy,ES-Tresury,52.2179956,10.1344,529.2,0,SET,,
"Aug 2, 2010",Buy,ES-JUMBO25,9.2208792,14.3264,132.1,0,SET,,
"Aug 2, 2010",Buy,ADRE,1.43,43.4731,62.21,0,Sharebuilder,,
"Aug 2, 2010",Dividend,ADRE,1.43,43.4731,62.21,0,Sharebuilder,,
"Aug 24, 2010",Sell,ADRE,0.82,40.84,33.65,0,Sharebuilder,,
"Aug 24, 2010",Sell,ADRE,273.01,40.84,11159.5,10.18,Sharebuilder,,
"Aug 24, 2010",Sell,EPP,376.84,38.32,14450.63,10.24,TD Ameritrade,,
"Aug 27, 2010",Buy,ES-Fixed_Income,52.4550694,10.0886,529.2,0,SET,,
"Aug 27, 2010",Buy,ES-SET50,8.6149496,15.334,132.1,0,SET,,
"Aug 27, 2010",Buy,ES-Tresury,52.1804696,10.1417,529.2,0,SET,,
"Aug 27, 2010",Buy,ES-JUMBO25,8.8927596,14.855,132.1,0,SET,,
"Sep 3, 2010",Sell,KO,0.16,57.36,9.12,0,TD Ameritrade,,
"Sep 3, 2010",Sell,KO,217.01,57.3605,12457.44,10.21,TD Ameritrade,,
"Sep 28, 2010",Buy,ES-Fixed_Income,52.408627,10.0976,529.2,0,SET,,
"Sep 28, 2010",Buy,ES-SET50,7.9266244,16.6656,132.1,0,SET,,
"Sep 28, 2010",Buy,ES-Tresury,52.1227562,10.153,529.2,0,SET,,
"Sep 28, 2010",Buy,ES-JUMBO25,8.1303608,16.248,132.1,0,SET,,
"Oct 28, 2010",Buy,ES-Fixed_Income,55.4424698,10.1078,560.4,0,SET,,
"Oct 28, 2010",Buy,ES-SET50,8.1528178,17.1585,139.89,0,SET,,
"Oct 28, 2010",Buy,ES-Tresury,55.136156,10.1639,560.4,0,SET,,
"Oct 28, 2010",Buy,ES-JUMBO25,8.3548984,16.7435,139.89,0,SET,,
"Nov 4, 2010",Buy,JNJ,230,64.3099,14781.29,9.99,TD Ameritrade,,
"Nov 4, 2010",Buy,KRFT,450,32.0299,14403.46,9.99,TD Ameritrade,,
"Nov 29, 2010",Buy,ES-Fixed_Income,55.382941,10.1186,560.4,0,SET,,
"Nov 29, 2010",Buy,ES-SET50,7.8696078,17.776,139.89,0,SET,,
"Nov 29, 2010",Buy,ES-Tresury,55.070183,10.1761,560.4,0,SET,,
"Nov 29, 2010",Buy,ES-JUMBO25,8.0758268,17.3221,139.89,0,SET,,
"Nov 30, 2010",Short Sell,RIMM,145,61.1505,8876.96,10.14,TD Ameritrade,,
"Dec 15, 2010",Buy,JNJ,1.69,62.6367,105.54,0,TD Ameritrade,,
"Dec 15, 2010",Dividend,JNJ,1.69,62.6367,105.57,0,TD Ameritrade,,
"Dec 21, 2010",Buy to Cover,RIMM,145,58.2299,8433.35,9.99,TD Ameritrade,,
"Dec 28, 2010",Buy,ES-Fixed_Income,55.3261756,10.129,560.4,0,SET,,
"Dec 28, 2010",Buy,ES-SET50,7.7092296,18.1458,139.89,0,SET,,
"Dec 28, 2010",Buy,ES-Tresury,55.0085448,10.1875,560.4,0,SET,,
"Dec 28, 2010",Buy,ES-JUMBO25,8.0320828,17.4164,139.89,0,SET,,
"Jan 18, 2011",Buy,KRFT,3.55,31.25,110.94,0,TD Ameritrade,,
"Jan 18, 2011",Dividend,KRFT,3.55,31.25,110.93,0,TD Ameritrade,,
"Jan 27, 2011",Buy,ES-Fixed_Income,55.262907,10.1406,560.4,0,SET,,
"Jan 27, 2011",Buy,ES-SET50,8.0545824,17.3678,139.89,0,SET,,
"Jan 27, 2011",Buy,ES-Tresury,54.939567,10.2003,560.4,0,SET,,
"Jan 27, 2011",Buy,ES-JUMBO25,8.3289996,16.7956,139.89,0,SET,,
"Feb 24, 2011",Buy,ES-Fixed_Income,55.1967442,10.1528,560.4,0,SET,,
"Feb 24, 2011",Buy,ES-SET50,8.0888532,17.2942,139.89,0,SET,,
"Feb 24, 2011",Buy,ES-Tresury,54.8689968,10.2134,560.4,0,SET,,
"Feb 24, 2011",Buy,ES-JUMBO25,8.3064048,16.8412,139.89,0,SET,,
"Mar 16, 2011",Buy,JNJ,1.84,57.8949,106.35,0,TD Ameritrade,,
"Mar 16, 2011",Dividend,JNJ,1.84,57.8949,106.34,0,TD Ameritrade,,
"Mar 29, 2011",Buy,ES-Fixed_Income,55.1119042,10.1684,560.4,0,SET,,
"Mar 29, 2011",Buy,ES-SET50,7.551691,18.5243,139.89,0,SET,,
"Mar 29, 2011",Buy,ES-Tresury,54.7788642,10.2302,560.4,0,SET,,
"Mar 29, 2011",Buy,ES-JUMBO25,7.7822694,17.9755,139.89,0,SET,,
"Apr 1, 2011",Sell,JNJ,0.52,59.25,30.93,0,TD Ameritrade,,
"Apr 1, 2011",Sell,KRFT,0.55,31.36,17.25,0,TD Ameritrade,,
"Apr 11, 2011",Buy,AAPL,28,333.8,9336.41,9.99,E*TRADE,,
"Apr 15, 2011",Buy,KRFT,3.37,33.2198,111.78,0,TD Ameritrade,,
"Apr 15, 2011",Dividend,KRFT,3.37,33.2198,111.8,0,TD Ameritrade,,
"Apr 15, 2011",Sell,KRFT,0.37,33.3973,12.19,0,TD Ameritrade,,
"Apr 27, 2011",Buy,ES-Fixed_Income,55.0296216,10.1836,560.4,0,SET,,
"Apr 27, 2011",Buy,ES-SET50,7.0072092,19.9637,139.89,0,SET,,
"Apr 27, 2011",Buy,ES-Tresury,54.6911622,10.2466,560.4,0,SET,,
"Apr 27, 2011",Buy,ES-JUMBO25,7.221641,19.371,139.89,0,SET,,
"May 30, 2011",Buy,ES-Fixed_Income,54.9268012,10.2027,560.4,0,SET,,
"May 30, 2011",Buy,ES-SET50,7.1743602,19.4986,139.89,0,SET,,
"May 30, 2011",Buy,ES-Tresury,54.5846242,10.2666,560.4,0,SET,,
"May 30, 2011",Buy,ES-JUMBO25,7.4316314,18.8236,139.89,0,SET,,
"Jun 14, 2011",Dividend,JNJ,,,112.9,,TD Ameritrade,,
"Jun 28, 2011",Buy,ES-Fixed_Income,54.8295832,10.2208,560.4,0,SET,,
"Jun 28, 2011",Buy,ES-SET50,7.6781196,18.2193,139.89,0,SET,,
"Jun 28, 2011",Buy,ES-Tresury,54.4830224,10.2858,560.4,0,SET,,
"Jun 28, 2011",Buy,ES-JUMBO25,7.9262316,17.649,139.89,0,SET,,
"Jul 14, 2011",Buy,KRFT,3.17,35.4706,112.41,0,TD Ameritrade,,
"Jul 14, 2011",Dividend,KRFT,3.17,35.4706,112.41,0,TD Ameritrade,,
"Jul 28, 2011",Buy,ES-Fixed_Income,54.724235,10.2404,560.4,0,SET,,
"Jul 28, 2011",Buy,ES-SET50,6.8310838,20.4785,139.89,0,SET,,
"Jul 28, 2011",Buy,ES-Tresury,54.3694976,10.3072,560.4,0,SET,,
"Jul 28, 2011",Buy,ES-JUMBO25,7.0354642,19.8836,139.89,0,SET,,
"Aug 25, 2011",Buy,CPF:BKK,3200,30.25,96800,163.44,SET,,
"Aug 29, 2011",Buy,ES-Fixed_Income,54.6019926,10.2634,560.4,0,SET,,
"Aug 29, 2011",Buy,ES-SET50,7.3204374,19.1095,139.89,0,SET,,
"Aug 29, 2011",Buy,ES-Tresury,54.2421848,10.3314,560.4,0,SET,,
"Aug 29, 2011",Buy,ES-JUMBO25,7.5034828,18.6434,139.89,0,SET,,
"Sep 13, 2011",Buy,JNJ,1.77,63.7364,112.88,0,TD Ameritrade,,
"Sep 13, 2011",Dividend,JNJ,1.77,63.7364,112.89,0,TD Ameritrade,,
"Sep 28, 2011",Buy,ES-Fixed_Income,70.857558,10.2866,728.88,0,SET,,
"Sep 28, 2011",Buy,ES-SET50,10.7296816,16.9574,181.95,0,SET,,
"Sep 28, 2011",Buy,ES-Tresury,70.3772796,10.3568,728.88,0,SET,,
"Sep 28, 2011",Buy,ES-JUMBO25,10.8803258,16.7226,181.95,0,SET,,
"Oct 14, 2011",Buy,KRFT,3.22,35.1402,113.19,0,TD Ameritrade,,
"Oct 14, 2011",Dividend,KRFT,3.22,35.1402,113.19,0,TD Ameritrade,,
"Oct 27, 2011",Buy,ES-Fixed_Income,57.0799604,10.3097,588.48,0,SET,,
"Oct 27, 2011",Buy,ES-SET50,8.2471568,17.8122,146.9,0,SET,,
"Oct 27, 2011",Buy,ES-Tresury,56.683811,10.3818,588.48,0,SET,,
"Oct 27, 2011",Buy,ES-JUMBO25,8.2857546,17.7292,146.9,0,SET,,
"Nov 25, 2011",Buy,UOBBC,2867.96,13.9472,40000,0,SET,,
"Nov 29, 2011",Buy,UOBCG,836.95,23.8962,20000,0,SET,,
"Nov 29, 2011",Sell,UOBBC,1408.23,14.2022,20000,0,SET,,
"Nov 30, 2011",Buy,ES-Fixed_Income,56.9262472,10.3376,588.48,0,SET,,
"Nov 30, 2011",Buy,ES-SET50,8.0655432,18.2132,146.9,0,SET,,
"Nov 30, 2011",Buy,ES-Tresury,56.5226838,10.4114,588.48,0,SET,,
"Nov 30, 2011",Buy,ES-JUMBO25,8.1253714,18.0791,146.9,0,SET,,
"Dec 13, 2011",Buy,JNJ,1.78,63.7469,113.72,0,TD Ameritrade,,
"Dec 13, 2011",Dividend,JNJ,1.78,63.7469,113.75,0,TD Ameritrade,,
"Dec 30, 2011",Buy,ES-Fixed_Income,56.7959448,10.3613,588.48,0,SET,,
"Dec 30, 2011",Buy,ES-SET50,7.7789026,18.8844,146.9,0,SET,,
"Dec 30, 2011",Buy,ES-Tresury,56.3833444,10.4371,588.48,0,SET,,
"Dec 30, 2011",Buy,ES-JUMBO25,7.8846134,18.6312,146.9,0,SET,,
"Jan 11, 2012",Dividend,MBK:BKK,,,3960,,SET,,
"Jan 13, 2012",Buy,KRFT,3.01,37.8344,114,0,TD Ameritrade,,
"Jan 13, 2012",Dividend,KRFT,3.01,37.8344,113.98,0,TD Ameritrade,,
"Jan 27, 2012",Buy,ES-Fixed_Income,68.6952702,10.3832,713.28,0,SET,,
"Jan 27, 2012",Buy,ES-SET50,9.0100028,19.7617,178.05,0,SET,,
"Jan 27, 2012",Buy,ES-Tresury,68.1880244,10.4605,713.28,0,SET,,
"Jan 27, 2012",Buy,ES-JUMBO25,9.0966046,19.5736,178.05,0,SET,,
"Feb 28, 2012",Buy,ES-Fixed_Income,59.5410786,10.4076,619.68,0,SET,,
"Feb 28, 2012",Buy,ES-SET50,7.2751264,21.2626,154.69,0,SET,,
"Feb 28, 2012",Buy,ES-Tresury,59.0932536,10.4865,619.68,0,SET,,
"Feb 28, 2012",Buy,ES-JUMBO25,7.3499712,21.0461,154.69,0,SET,,
"Mar 5, 2012",Sell,JNJ,0.56,64.7588,36.01,0,TD Ameritrade,,
"Mar 5, 2012",Sell,JNJ,179,64.75,11600.45,10.2,TD Ameritrade,,
"Mar 5, 2012",Sell,JNJ,57,64.7515,3690.91,0.07,TD Ameritrade,,
"Mar 6, 2012",Buy,BAC,1900,8.1085,15396.16,9.99,E*TRADE,,
"Mar 13, 2012",Dividend,JNJ,,,114.62,,TD Ameritrade,,
"Mar 28, 2012",Buy,ES-Fixed_Income,59.4151682,10.4297,619.68,0,SET,,
"Mar 28, 2012",Buy,ES-SET50,6.893322,22.4403,154.69,0,SET,,
"Mar 28, 2012",Buy,ES-Tresury,58.9667796,10.509,619.68,0,SET,,
"Mar 28, 2012",Buy,ES-JUMBO25,6.9791188,22.1644,154.69,0,SET,,
"Apr 17, 2012",Dividend,KRFT,,,114.75,,TD Ameritrade,,
"Apr 26, 2012",Buy,ES-Fixed_Income,59.291588,10.4514,619.68,0,SET,,
"Apr 26, 2012",Buy,ES-SET50,6.856168,22.5619,154.69,0,SET,,
"Apr 26, 2012",Buy,ES-Tresury,58.8409658,10.5314,619.68,0,SET,,
"Apr 26, 2012",Buy,ES-JUMBO25,6.950507,22.2556,154.69,0,SET,,
"May 10, 2012",Buy,CPALL:BKK,2900,35,101500,171.38,SET,,
"May 10, 2012",Buy,SCC:BKK,300,340,102000,172.23,SET,,
"May 24, 2012",Dividend,CPF:BKK,,,1792,,SET,,
"May 29, 2012",Buy,ES-Fixed_Income,59.1464666,10.477,619.68,0,SET,,
"May 29, 2012",Buy,ES-SET50,7.2242092,21.4124,154.69,0,SET,,
"May 29, 2012",Buy,ES-Tresury,58.6980398,10.5571,619.68,0,SET,,
"May 29, 2012",Buy,ES-JUMBO25,7.3142682,21.1488,154.69,0,SET,,
"May 30, 2012",Buy,UOBBC,1125.71,17.7665,20000,0,SET,,
"Jun 12, 2012",Dividend,UOBBC,,,2391.53,,SET,,
"Jun 22, 2012",Dividend,BAC,,,16.21,,E*TRADE,,
"Jun 27, 2012",Buy,ES-Fixed_Income,59.021613,10.4992,619.68,0,SET,,
"Jun 27, 2012",Buy,ES-SET50,7.1556516,21.6176,154.69,0,SET,,
"Jun 27, 2012",Buy,ES-Tresury,58.5719398,10.5798,619.68,0,SET,,
"Jun 27, 2012",Buy,ES-JUMBO25,7.267921,21.2837,154.69,0,SET,,
"Jul 16, 2012",Dividend,KRFT,,,114.76,,TD Ameritrade,,
"Jul 27, 2012",Buy,ES-Fixed_Income,58.8895422,10.5228,619.68,0,SET,,
"Jul 27, 2012",Buy,ES-SET50,7.132638,21.6873,154.69,0,SET,,
"Jul 27, 2012",Buy,ES-Tresury,58.4400856,10.6037,619.68,0,SET,,
"Jul 27, 2012",Buy,ES-JUMBO25,7.2582702,21.312,154.69,0,SET,,
"Aug 16, 2012",Dividend,AAPL,,,903.3,,E*TRADE,,
"Aug 23, 2012",Dividend,SCC:BKK,,,1215,,SET,,
"Aug 29, 2012",Buy,ES-Fixed_Income,58.7469496,10.5483,619.68,0,SET,,
"Aug 29, 2012",Buy,ES-SET50,6.892761,22.4421,154.69,0,SET,,
"Aug 29, 2012",Buy,ES-Tresury,58.2991048,10.6293,619.68,0,SET,,
"Aug 29, 2012",Buy,ES-JUMBO25,7.0466548,21.952,154.69,0,SET,,
"Sep 7, 2012",Dividend,CPF:BKK,,,1772.8,,SET,,
"Sep 17, 2012",Sell,SCC:BKK,300,345,103500,174.76,SET,,
"Sep 25, 2012",Buy,AMARIN:BKK,4700,15.6,73320,123.81,SET,,
"Sep 25, 2012",Buy,AMARIN:BKK,5000,15.9,79500,134.24,SET,,
"Sep 25, 2012",Sell,CPALL:BKK,2900,33.75,97875,165.23,SET,,
"Sep 25, 2012",Sell,CPF:BKK,3200,32.25,103200,174.25,SET,,
"Sep 26, 2012",Buy,ES-Fixed_Income,58.6258424,10.5701,619.68,0,SET,,
"Sep 26, 2012",Buy,ES-SET50,6.6025866,23.4284,154.69,0,SET,,
"Sep 26, 2012",Buy,ES-Tresury,58.1808044,10.6509,619.68,0,SET,,
"Sep 26, 2012",Buy,ES-JUMBO25,6.8016936,22.7426,154.69,0,SET,,
"Sep 28, 2012",Dividend,BAC,,,16.22,,E*TRADE,,
"Oct 8, 2012",Buy,MBK:BKK,1600,125,200000,337.69,SET,,
"Oct 15, 2012",Dividend,KRFT,,,199.34,,TD Ameritrade,,
"Oct 15, 2012",Dividend,KRFT,,,114.73,,TD Ameritrade,,
"Oct 15, 2012",Split,KRFT,,,,,TD Ameritrade,1.01,
"Oct 30, 2012",Buy,ES-Fixed_Income,58.4792044,10.5966,619.68,0,SET,,
"Oct 30, 2012",Buy,ES-SET50,6.5340626,23.6741,154.69,0,SET,,
"Oct 30, 2012",Buy,ES-Tresury,58.0326804,10.6781,619.68,0,SET,,
"Oct 30, 2012",Buy,ES-JUMBO25,6.754394,22.9018,154.69,0,SET,,
"Nov 15, 2012",Dividend,AAPL,,,903.27,,E*TRADE,,
"Nov 28, 2012",Buy,ES-Fixed_Income,58.3590936,10.6184,619.68,0,SET,,
"Nov 28, 2012",Buy,ES-SET50,6.5027812,23.788,154.69,0,SET,,
"Nov 28, 2012",Buy,ES-Tresury,57.9117468,10.7004,619.68,0,SET,,
"Nov 28, 2012",Buy,ES-JUMBO25,6.7148956,23.0365,154.69,0,SET,,
"Dec 18, 2012",Buy,UOBBC,1257.61,19.8789,25000,0,SET,,
"Dec 26, 2012",Buy,ES-Fixed_Income,67.9253214,10.6387,722.64,0,SET,,
"Dec 26, 2012",Buy,ES-SET50,7.107565,25.3799,180.39,0,SET,,
"Dec 26, 2012",Buy,ES-Tresury,67.4030722,10.7212,722.64,0,SET,,
"Dec 26, 2012",Buy,ES-JUMBO25,7.3530298,24.5327,180.39,0,SET,,
"Dec 28, 2012",Dividend,BAC,,,16.16,,E*TRADE,,
"Jan 16, 2013",Buy,THAI:BKK,2000,22.7,45400,76.65,SET,,
"Jan 30, 2013",Buy,ES-Fixed_Income,61.3292516,10.6638,654,0,SET,,
"Jan 30, 2013",Buy,ES-SET50,6.0440872,27.0107,163.26,0,SET,,
"Jan 30, 2013",Buy,ES-Tresury,60.85725,10.7465,654,0,SET,,
"Jan 30, 2013",Buy,ES-JUMBO25,6.333485,25.7765,163.26,0,SET,,
"Feb 14, 2013",Dividend,AAPL,,,903.28,,E*TRADE,,
"Feb 26, 2013",Buy,ES-Fixed_Income,202.309288,10.6827,2161.21,0,SET,,
"Feb 26, 2013",Buy,ES-SET50,19.8608018,27.1772,539.76,0,SET,,
"Feb 26, 2013",Buy,ES-Tresury,200.7508008,10.7656,2161.2,0,SET,,
"Feb 26, 2013",Buy,ES-JUMBO25,21.0321268,25.6636,539.76,0,SET,,
"Feb 28, 2013",Buy,THAI:BKK,2100,25.75,54075,91.3,SET,,
"Mar 22, 2013",Dividend,BAC,,,16.17,,E*TRADE,,
"Mar 27, 2013",Buy,ES-Fixed_Income,71.5060414,10.7034,765.36,0,SET,,
"Mar 27, 2013",Buy,ES-SET50,6.850591,27.9025,191.15,0,SET,,
"Mar 27, 2013",Buy,ES-Tresury,70.9558472,10.7864,765.36,0,SET,,
"Mar 27, 2013",Buy,ES-JUMBO25,7.2561246,26.3431,191.15,0,SET,,
"Apr 12, 2013",Dividend,KRFT,,,199.35,,TD Ameritrade,,
"Apr 26, 2013",Buy,ES-Fixed_Income,71.3660824,10.7244,765.36,0,SET,,
"Apr 26, 2013",Buy,ES-SET50,6.6808698,28.6114,191.15,0,SET,,
"Apr 26, 2013",Buy,ES-Tresury,70.8173392,10.8075,765.36,0,SET,,
"Apr 26, 2013",Buy,ES-JUMBO25,7.0825188,26.9888,191.15,0,SET,,
"May 3, 2013",Dividend,MBK:BKK,,,3960,,SET,,
"May 10, 2013",Dividend,THAI:BKK,,,2050,,SET,,
"May 10, 2013",Dividend,AMARIN:BKK,,,10476,,SET,,
"May 16, 2013",Dividend,AAPL,,,1039.62,,E*TRADE,,
"May 29, 2013",Buy,ES-Fixed_Income,71.2110408,10.7478,765.36,0,SET,,
"May 29, 2013",Buy,ES-SET50,6.5799848,29.05,191.15,0,SET,,
"May 29, 2013",Buy,ES-Tresury,70.6642604,10.8309,765.36,0,SET,,
"May 29, 2013",Buy,ES-JUMBO25,6.9536922,27.4888,191.15,0,SET,,
"May 30, 2013",Sell,AAPL,100,446.264,44637.17,10.77,E*TRADE,,
"Jun 12, 2013",Dividend,UOBBC,,,6725.35,,SET,,
"Jun 17, 2013",Buy,UOBCG,901.17,44.3869,40000,0,SET,,
"Jun 17, 2013",Buy,UOBBC,1159.57,21.5597,25000,0,SET,,
"Jun 17, 2013",Sell,UOBBC,1855.32,21.5596,40000,0,SET,,
"Jun 26, 2013",Buy,ES-Fixed_Income,71.0835398,10.767,765.36,0,SET,,
"Jun 26, 2013",Buy,ES-SET50,7.2390902,26.4051,191.15,0,SET,,
"Jun 26, 2013",Buy,ES-Tresury,70.537477,10.8504,765.36,0,SET,,
"Jun 26, 2013",Buy,ES-JUMBO25,7.5515602,25.3125,191.15,0,SET,,
"Jun 28, 2013",Dividend,BAC,,,16.45,,E*TRADE,,
"Jul 12, 2013",Dividend,KRFT,,,199.73,,TD Ameritrade,,
"Jul 29, 2013",Buy,ES-Fixed_Income,94.294194,10.7892,1017.36,0,SET,,
"Jul 29, 2013",Buy,ES-SET50,9.388296,27.0641,254.09,0,SET,,
"Jul 29, 2013",Buy,ES-Tresury,93.5699938,10.8727,1017.36,0,SET,,
"Jul 29, 2013",Buy,ES-JUMBO25,9.7522692,26.054,254.09,0,SET,,
"Aug 15, 2013",Dividend,AAPL,,,780.76,,E*TRADE,,
"Aug 28, 2013",Buy,ES-Fixed_Income,74.1407778,10.8086,801.36,0,SET,,
"Aug 28, 2013",Buy,ES-SET50,8.2656764,24.2134,200.14,0,SET,,
"Aug 28, 2013",Buy,ES-Tresury,73.571439,10.8923,801.36,0,SET,,
"Aug 28, 2013",Buy,ES-JUMBO25,8.6124952,23.2383,200.14,0,SET,,
"Sep 26, 2013",Buy,ES-Fixed_Income,74.0133604,10.8272,801.36,0,SET,,
"Sep 26, 2013",Buy,ES-SET50,7.3821046,27.1115,200.14,0,SET,,
"Sep 26, 2013",Buy,ES-Tresury,73.4442042,10.9111,801.36,0,SET,,
"Sep 26, 2013",Buy,ES-JUMBO25,7.727475,25.8998,200.14,0,SET,,
"Sep 27, 2013",Dividend,BAC,,,16.57,,E*TRADE,,
"Oct 3, 2013",Buy,TRUE:BKK,12900,7.7,99330,167.71,SET,,
"Oct 4, 2013",Buy,AMARIN:BKK,4400,20,88000,148.58,SET,,
"Oct 7, 2013",Buy,AMARIN:BKK,3100,20,62000,104.69,SET,,
"Oct 28, 2013",Dividend,KRFT,,,209.7,,TD Ameritrade,,
"Oct 30, 2013",Buy,ES-Fixed_Income,73.8604354,10.8497,801.36,0,SET,,
"Oct 30, 2013",Buy,ES-SET50,7.3595918,27.1944,200.14,0,SET,,
"Oct 30, 2013",Buy,ES-Tresury,73.2949892,10.9334,801.36,0,SET,,
"Oct 30, 2013",Buy,ES-JUMBO25,7.7403032,25.8568,200.14,0,SET,,
"Oct 30, 2013",Dividend,MBK:BKK,,,3960,,SET,,
"Nov 7, 2013",Split,AMARIN:BKK,,,0,,SET,1.1,
"Nov 14, 2013",Buy,BEM:BKK,4000,37,148000,249.89,SET,,
"Nov 14, 2013",Dividend,AAPL,,,780.77,,E*TRADE,,
"Nov 20, 2013",Buy,BECL:BKK,2700,36.75,99225,167.54,SET,,
"Nov 27, 2013",Buy,ES-Fixed_Income,73.7347008,10.8682,801.36,0,SET,,
"Nov 27, 2013",Buy,ES-SET50,7.667175,26.1035,200.14,0,SET,,
"Nov 27, 2013",Buy,ES-Tresury,73.1709424,10.9519,801.36,0,SET,,
"Nov 27, 2013",Buy,ES-JUMBO25,8.099791,24.7093,200.14,0,SET,,
"Dec 25, 2013",Buy,ES-Fixed_Income,84.255641,10.8869,917.28,0,SET,,
"Dec 25, 2013",Buy,ES-SET50,8.9813196,25.5075,229.09,0,SET,,
"Dec 25, 2013",Buy,ES-Tresury,83.6120356,10.9707,917.28,0,SET,,
"Dec 25, 2013",Buy,ES-JUMBO25,9.4483242,24.2467,229.09,0,SET,,
"Dec 27, 2013",Dividend,BAC,,,16.56,,E*TRADE,,
"Jan 17, 2014",Dividend,KRFT,,,209.64,,TD Ameritrade,,
"Jan 20, 2014",Buy,CPF:BKK,10000,30,300000,506.54,SET,,
"Jan 22, 2014",Buy,AOT:BKK,1500,165,247500,417.9,SET,,
"Jan 27, 2014",Buy,IBM,167,178.5605,29809.61,9.99,E*TRADE,,
"Jan 29, 2014",Buy,ES-Fixed_Income,76.9955548,10.9097,840,0,SET,,
"Jan 29, 2014",Buy,ES-SET50,8.6850214,24.1554,209.79,0,SET,,
"Jan 29, 2014",Buy,ES-Tresury,76.41303,10.9929,840,0,SET,,
"Jan 29, 2014",Buy,ES-JUMBO25,9.11381,23.0189,209.79,0,SET,,
"Feb 13, 2014",Dividend,AAPL,,,780.39,,E*TRADE,,
"Feb 26, 2014",Buy,ES-Fixed_Income,76.872039,10.9273,840,0,SET,,
"Feb 26, 2014",Buy,ES-SET50,8.4834254,24.7294,209.79,0,SET,,
"Feb 26, 2014",Buy,ES-Tresury,76.295737,11.0098,840,0,SET,,
"Feb 26, 2014",Buy,ES-JUMBO25,8.9504982,23.4389,209.79,0,SET,,
"Mar 10, 2014",Dividend,IBM,,,134.86,,E*TRADE,,
"Mar 27, 2014",Buy,ES-Fixed_Income,85.1656072,10.9453,932.16,0,SET,,
"Mar 27, 2014",Buy,ES-SET50,9.0114296,25.8347,232.81,0,SET,,
"Mar 27, 2014",Buy,ES-Tresury,84.5328048,11.0272,932.16,0,SET,,
"Mar 27, 2014",Buy,ES-JUMBO25,9.4883314,24.5362,232.81,0,SET,,
"Mar 28, 2014",Dividend,BAC,,,16.15,,E*TRADE,,
"Apr 25, 2014",Buy,THAI:BKK,11000,13.6,149600,252.59,SET,,
"Apr 28, 2014",Buy,BAC,1800,15.1665,27289.71,9.99,E*TRADE,,
"Apr 28, 2014",Buy,ES-Fixed_Income,79.4160474,10.964,870.72,0,SET,,
"Apr 28, 2014",Buy,ES-SET50,8.0227628,27.1057,217.46,0,SET,,
"Apr 28, 2014",Buy,ES-Tresury,78.8299186,11.0456,870.72,0,SET,,
"Apr 28, 2014",Buy,ES-JUMBO25,8.4261478,25.8081,217.46,0,SET,,
"Apr 28, 2014",Dividend,MBK:BKK,,,4320,,SET,,
"Apr 28, 2014",Sell,KRFT,1.054,57.0245,60.103823,0,TD Ameritrade,,
